ID,Stakeholder_Role,Question,source_systems,n_systems,Complexity_L,Readiness_R
VE-046,Visitors and event attendees,"Where is the nearest public drinking-water point, and is it officially reported as working?",,0,L1,R2
VE-047,Visitors and event attendees,Will any public vending or refreshment service remain open after the evening event?,,0,L1,R2
VE-048,Visitors and event attendees,Is there an approved public place where I may charge my phone during the break?,,0,L1,R2
VE-049,Visitors and event attendees,Is there a designated public place for a short phone call without disturbing the event?,booking|sensor_telemetry,2,L2,R2
VE-050,Visitors and event attendees,My companion is not attending the session. Where are they permitted to wait?,booking|sensor_telemetry,2,L2,R2
VE-051,Visitors and event attendees,Can you give me a verified step-free route that avoids any lift or door currently out of service?,access_control|accessibility|booking,3,L2,R2
VE-052,Visitors and event attendees,Can you suggest an authorised public route with lower measured crowding and noise?,sensor_telemetry,1,L2,R2
VE-053,Visitors and event attendees,Which arrival window is expected to be least crowded while still meeting the organiser's check-in rules?,booking,1,L2,R2
VE-054,Visitors and event attendees,"May I request an aisle or exit-side seat, and which organiser contact should I ask?",accessibility|booking|sensor_telemetry,3,L1,R1
VE-055,Visitors and event attendees,"Which accessibility or participation arrangements has the organiser confirmed, and where can I get help if one fails?",accessibility|booking|policy_governance|sensor_telemetry,4,L2,R2
VE-056,Visitors and event attendees,"Is the authorised public route adequately lit and easy to follow now, especially near stairs and lift lobbies?",accessibility|sensor_telemetry,2,L2,R2
VE-057,Visitors and event attendees,Which eligible public seating area has lower glare and a more stable temperature right now?,sensor_telemetry,1,L2,R2
VE-058,Visitors and event attendees,Has the organiser confirmed a low-stimulation public space where I may take a short break?,booking|sensor_telemetry,2,L2,R2
VE-059,Visitors and event attendees,"If the lift or another accessibility feature fails, what official alternative or assistance is available?",accessibility|booking|sensor_telemetry,3,L2,R3
VE-060,Visitors and event attendees,"Using only the access and sensory preferences I choose to share, what can you confirm and what still needs human advice?",accessibility|booking|sensor_telemetry,3,L3,R3
VE-061,Visitors and event attendees,Is the nearest public toilet likely to be especially busy during the scheduled break?,booking,1,L2,R2
VE-062,Visitors and event attendees,When should I leave this session to reach the next confirmed room by its published start time?,accessibility|booking|policy_governance,3,L2,R2
VE-063,Visitors and event attendees,"Between sessions, which authorised public route is expected to be less crowded?",,0,L2,R2
VE-064,Visitors and event attendees,"After the event ends, how long is the main public exit likely to remain busy?",,0,L2,R2
VE-065,Visitors and event attendees,Which confirmed exit gives me the best chance of reaching the bus or train departure I enter?,,0,L3,R2
VE-066,Visitors and event attendees,"Is there a lift queue now, and is another authorised route likely to be quicker for me?",accessibility,1,L2,R2
VE-067,Visitors and event attendees,"Where is the official pick-up or taxi meeting point, and when should I leave the room?",,0,L2,R2
VE-068,Visitors and event attendees,A class change overlaps with our break. Would waiting a few minutes probably reduce crowding?,,0,L2,R2
VE-069,Visitors and event attendees,"My transport is delayed. Where may I wait after the event, and until what time is that public area open?",booking|sensor_telemetry,2,L2,R2
VE-070,Visitors and event attendees,"The event is running late. Can I still reach the departure time I enter, and what confirmed fallback is available?",,0,L3,R2
VE-071,Visitors and event attendees,"The event room has changed. What is the new confirmed room, and what public route should I take?",booking|sensor_telemetry,2,L2,R2
VE-072,Visitors and event attendees,I have lost contact with the organiser. Where is the official help point or public contact channel?,booking|policy_governance|sensor_telemetry,3,L1,R1
VE-073,Visitors and event attendees,My planned entrance is closed. Which alternative entrance is officially approved for this event?,access_control|booking,2,L2,R2
VE-074,Visitors and event attendees,The lift is out of service. What official step-free alternative or assistance should I use?,accessibility|booking|sensor_telemetry,3,L2,R3
VE-075,Visitors and event attendees,"If my phone has no data or the public network is unavailable, where can I get official event updates?",booking|it_network,2,L2,R2
VE-076,Visitors and event attendees,Heavy rain or strong winds are forecast. Which approved entrance and route minimise outdoor exposure for the access needs I state?,booking|weather_external,2,L3,R2
VE-077,Visitors and event attendees,An alarm or evacuation message has started. What official instruction should I follow?,asset_register|sensor_telemetry,2,L1,R3
VE-078,Visitors and event attendees,I have lost an item. Where should I report it or hand in found property?,booking,1,L1,R1
VE-079,Visitors and event attendees,Which confirmed lower-impact travel option fits the arrival time and access needs I provide?,accessibility|booking|timetable,3,L3,R2
VE-080,Visitors and event attendees,"For the answers in this conversation, which are confirmed facts, which are estimates or forecasts, and which are not assessable?",booking|sensor_telemetry,2,L3,R3
WM-001,Waste-management teams,"Which bin and container assets are currently in service at each approved collection point, and what stream, capacity and accountable owner are confirmed for each?",access_control|asset_register|cleaning_waste|contract_warranty|it_network|policy_governance|sensor_telemetry|sustainability,8,,
WM-002,Waste-management teams,"Which registered assets are missing, duplicated, moved, substituted or retired since the last confirmed reconciliation?",access_control|cleaning_waste|contract_warranty|finance_cost|it_network|policy_governance|sensor_telemetry,7,,
WM-003,Waste-management teams,"Does each approved waste station contain the complete current set of streams, including every documented local exception?",accessibility|asset_register|cleaning_waste|contract_warranty|it_network|policy_governance|sensor_telemetry|sustainability,8,,
WM-004,Waste-management teams,Which bins are at the wrong approved collection point or assigned to the wrong internal service route?,access_control|asset_register|cleaning_waste|contract_warranty|it_network|policy_governance|sensor_telemetry,7,,
WM-005,Waste-management teams,"Are each bin's capacity, aperture, lid, liner and handling interface compatible with its assigned stream and approved emptying method?",asset_register|cleaning_waste|contract_warranty|finance_cost|it_network|policy_governance|sensor_telemetry,7,,
WM-006,Waste-management teams,"Which bins or storage containers need urgent isolation, cleaning, maintenance or competent-person attention because of external damage, leakage, instability or obstruction?",contract_warranty|fire_life_safety|it_network|permit_control|policy_governance|sensor_telemetry|survey_condition,7,,
WM-007,Waste-management teams,"Are external bins, skips, compactors and waste stores in their approved locations with the required clearances and serviceable interfaces?",access_control|booking|cleaning_waste|contract_warranty|fire_life_safety|it_network|policy_governance|security_incident|sensor_telemetry|space_inventory|survey_condition,11,,
